gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
K14727	oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	Catechol ortho-cleavage, catechol => 3-oxoadipate	ag	hydrocarbon degradation	
K10619	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K10620	cmtB; 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58] [RN:R05240]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K10621	cmtC; 2,3-dihydroxy-p-cumate-3,4-dioxygenase [EC:1.13.11.-] [RN:R05248]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K10622	cmtD; HCOMODA decarboxylase [EC:4.1.1.-] [RN:R05377]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K10623	cmtE; HOMODA hydrolase [EC:3.7.1.-] [RN: R05364]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K16303	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K16304	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K18227	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	ag	hydrocarbon degradation	
K18102	L-galactonate dehydratase [EC:4.2.1.146] [RN:R10532]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	ag	hydrocarbon degradation	
K18103	L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54] [RN:R10550]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	ag	hydrocarbon degradation	
K18106	D-galacturonate reductase [EC:1.1.1.-] [RN:R07676 R10565]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	ag	hydrocarbon degradation	
K18107	L-glyceraldehyde reductase [EC:1.1.1.372] [RN:R10563]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	ag	hydrocarbon degradation	
K19634	D-galacturonate reductase [EC:1.1.1.365] [RN:R07676]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	ag	hydrocarbon degradation	
K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60] [RN:R04418]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	ag	hydrocarbon degradation	
K00455	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15] [RN:R03303]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	ag	hydrocarbon degradation	
K01826	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10][RN:R04379]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	ag	hydrocarbon degradation	
K05921	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-] [RN:R04380 R04134]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	ag	hydrocarbon degradation	
K10219	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312] [RN:R04418]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	ag	hydrocarbon degradation	
K00152	salicylaldehyde dehydrogenase [EC:1.2.1.65] [RN:R02941]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14578	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14579	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14580	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14581	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14582	nahB; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29] [RN:R04115]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14583	1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56] [RN:R04117]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14584	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4] [RN:R05137]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K14585	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45] [RN:R05136]	Naphthalene degradation, naphthalene => salicylate	ag	hydrocarbon degradation	
K04102	4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55] [RN:R01635]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18067	phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64] [RN:R05275]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18068	phthalate 4,5-dioxygenase [EC:1.14.12.7] [RN:R03630]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18069	phthalate 4,5-dioxygenase [EC:1.14.12.7] [RN:R03630]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18251	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18252	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18253	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18254	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18255	phtB; phthalate 3,4-cis-dihydrodiol dehydrogenase [EC:1.3.1.-] [RN:R09228]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18256	phtC; 3,4-dihydroxyphthalate decarboxylase [EC:4.1.1.69] [RN:R01634]	Phthalate degradation, phthalate => protocatechuate	ag	hydrocarbon degradation	
K18074	K18075,K18077 terephthalate 1,2-dioxygenase [EC:1.14.12.15] [RN:R05148]	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	ag	hydrocarbon degradation	
K18075	tphA3	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	ag	hydrocarbon degradation	
K18076	1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53] [RN:R01633]	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	ag	hydrocarbon degradation	
K18077	tphA1	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	ag	hydrocarbon degradation	
K07540	benzylsuccinate synthase [EC:4.1.99.11] [RN:R05598]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07543	benzylsuccinate CoA-transferase subunit [EC:2.8.3.15] [RN:R05588]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07544	benzylsuccinate CoA-transferase subunit [EC:2.8.3.15] [RN:R05588]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07545	bbsG; (R)-benzylsuccinyl-CoA dehydro genase [EC:1.3.8.3] [RN:R05584]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07546	bbsH; E-phenylitaconyl-CoA hydratase [EC:4.2.1.-] [RN:R05599]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07547	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R05575]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07548	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R05575]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07549	benzoylsuccinyl-CoA thiolase [EC:2.3.1.-] [RN:R05587]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K07550	benzoylsuccinyl-CoA thiolase [EC:2.3.1.-] [RN:R05587]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	ag	hydrocarbon degradation	
K00055	xylB; aryl-alcohol dehydrogenase [EC:1.1.1.90] [RN:R01763]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28] [RN:R01419]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15760	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15761	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15762	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15763	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15764	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K15765	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	ag	hydrocarbon degradation	
K00529	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K01666	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K02554	2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K04073	acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05708	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05709	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05710	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05711	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87] [RN:R06785]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127] [RN:R06787]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05713	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16] [RN:R06788]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K05714	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase [EC:3.7.1.14] [RN:R06789]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	ag	hydrocarbon degradation	
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90] [RN:R05282 R05348 R05347]	Xylene degradation, xylene => methylbenzoate	ag	hydrocarbon degradation	
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28] [RN:R05289 R05663 R05664]	Xylene degradation, xylene => methylbenzoate	ag	hydrocarbon degradation	
K15757	xylM; xylene monooxygenase [EC:1.14.13.-] [RN:R05288 R05442 R05443]	Xylene degradation, xylene => methylbenzoate	ag	hydrocarbon degradation	
K15758	xylene monooxygenase electron transfer component [EC:1.18.1.3]	Xylene degradation, xylene => methylbenzoate	ag	hydrocarbon degradation	
K04099	desB, galA; gallate dioxygenase [EC:1.13.11.57]	aerobic gallate degradation	ag	hydrocarbon degradation	
1.3.1.57	phloroglucinol reductase	anaerobic gallate degradation, gallate => 3-hydroxybutanoyl-CoA	ag	hydrocarbon degradation	
1.97.1.2	pyrogallol transhydroxylase	anaerobic gallate degradation, gallate => 3-hydroxybutanoyl-CoA	ag	hydrocarbon degradation	
K22958	lpdC; gallate decarboxylase subunit C [EC:4.1.1.59]	anaerobic gallate degradation, gallate => 3-hydroxybutanoyl-CoA	ag	hydrocarbon degradation	
K22959	lpdB; gallate decarboxylase subunit B	anaerobic gallate degradation, gallate => 3-hydroxybutanoyl-CoA	ag	hydrocarbon degradation	
K22960	lpdD; gallate decarboxylase subunit D	anaerobic gallate degradation, gallate => 3-hydroxybutanoyl-CoA	ag	hydrocarbon degradation	
K10759	tannase [EC:3.1.1.20]	hydrolyzable tannin degradation => gallate	ag	hydrocarbon degradation	
K03862	vanA; vanillate monooxygenase [EC:1.14.13.82]	lignin subunit degradation	ag	hydrocarbon degradation	
K03863	vanB; vanillate monooxygenase ferredoxin subunit	lignin subunit degradation	ag	hydrocarbon degradation	
K15060	ligX; 5,5'-dehydrodivanillate O-demethylase	lignin subunit degradation	ag	hydrocarbon degradation	
K15061	ligZ; OH-DDVA oxygenase	lignin subunit degradation	ag	hydrocarbon degradation	
K15062	ligY; OH-DDVA meta-cleavage compound hydrolase	lignin subunit degradation	ag	hydrocarbon degradation	
K15063	ligW; 5-carboxyvanillate decarboxylase	lignin subunit degradation	ag	hydrocarbon degradation	
K15064	desA; syringate O-demethylase [EC:2.1.1.-]	lignin subunit degradation	ag	hydrocarbon degradation	
K15065	desZ; 3-O-methylgallate 3,4-dioxygenase [EC:1.13.11.-]	lignin subunit degradation	ag	hydrocarbon degradation	
K15066	ligM; vanillate/3-O-methylgallate O-demethylase [EC:2.1.1.341]	lignin subunit degradation	ag	hydrocarbon degradation	
K23526	gcoA; aromatic O-demethylase, cytochrome P450 subunit [EC:1.14.14.-]	lignin subunit degradation	ag	hydrocarbon degradation	
K23527	gcoB; aromatic O-demethylase, reductase subunit [EC:1.6.2.-]	lignin subunit degradation	ag	hydrocarbon degradation	
k21802	vdh; vanillin dehydrogenase [EC:1.2.1.67]	lignin subunit degradation	ag	hydrocarbon degradation	
K00448	pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]	protocatechuate degradation, protocatechuate => 3-oxoadipate	ag	hydrocarbon degradation	
K00449	pcaH; protocatechuate 3,4-dioxygenase, beta subunit [EC:1.13.11.3]	protocatechuate degradation, protocatechuate => 3-oxoadipate	ag	hydrocarbon degradation	
K01607	pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	protocatechuate degradation, protocatechuate => 3-oxoadipate	ag	hydrocarbon degradation	
K01857	pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]	protocatechuate degradation, protocatechuate => 3-oxoadipate	ag	hydrocarbon degradation	
K14727	pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	protocatechuate degradation, protocatechuate => 3-oxoadipate	ag	hydrocarbon degradation	
K04100	ligaA; protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K04101	ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K10218	ligK; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K10219	ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K10220	ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K10221	ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K16514	galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]	protocatechuate degradation, protocatechuate => oxaloacteate + pyruvate	ag	hydrocarbon degradation	
K00625	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	ag	pyruvate metabolism	
K00925	acetate kinase [EC:2.7.2.1] [RN:R00315]	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	ag	pyruvate metabolism	
K13788	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	ag	pyruvate metabolism	
K15024	phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	ag	pyruvate metabolism	
K01847	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K01848	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K01849	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K01964	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K01965	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K01966	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K11263	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K15036	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K15037	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K18472	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K19312	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K22568	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	ag	pyruvate metabolism	
K00161	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00162	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00163	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00169	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00170	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00171	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00172	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00382	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00627	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K03737	pyruvate:ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K13997	pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209]	Pyruvate oxidation, pyruvate => acetyl-CoA	ag	pyruvate metabolism	
K00001	alcohol dehydrogenase	fermentation-	ag	pyruvate metabolism	
K00016	L-lactate dehydrogenase	fermentation-	ag	pyruvate metabolism	
K00132	acetaldehyde dehydrogenase (acetylating)	fermentation-	ag	pyruvate metabolism	
K03778	D-lactate dehydrogenase	fermentation-	ag	pyruvate metabolism	
K13954	alcohol dehydrogenase	fermentation-	ag	pyruvate metabolism	
K00074	3-hydroxybutyryl-CoA dehydrogenase	pyruvate metabolism	ag	pyruvate metabolism	
